category,card_id,illustrator,image_url,localid,name,rarity,set_id,set_name,set_symbol_url,variants,hp,types,evolvefrom,description,stage,attacks,weaknesses,retreat,regulationmark,legal,card_count_official,card_count_total,language,card_number,id
Pokémon,swsh4.5-11,Naoki Saito,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-11.webp?,11,Chimpep,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",60,"[""Pflanze""]",null,null,Basis,"[{""cost"":[""Farblos""],""name"":""Kratzfurie"",""damage"":""10×"",""effect"":""Wirf 3 Münzen. Diese Attacke fügt 10 Schadenspunkte pro Kopf zu.""}]","[{""type"":""Feuer"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,11/72,null
Pokémon,swsh4.5-12,0313,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-12.webp?,12,Chimstix,Ungewöhnlich,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",90,"[""Pflanze""]",Grookey,null,Rang 1,"[{""cost"":[""Pflanze""],""name"":""Zweigstoß"",""damage"":20}]","[{""type"":""Feuer"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,12/72,null
Pokémon,swsh4.5-13,Anesaki Dynamic,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-13.webp?,13,Gortrom,Selten,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":true,""firstEdition"":false}",170,"[""Pflanze""]",Thwackey,null,Rang 2,"[{""cost"":[""Pflanze"",""Pflanze"",""Pflanze"",""Farblos""],""name"":""Einhämmern"",""damage"":140}]","[{""type"":""Feuer"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,13/72,null
Pokémon,swsh4.5-14,Yukiko Baba,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-14.webp?,14,Cottini,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",60,"[""Pflanze""]",null,null,Basis,"[{""cost"":[""Farblos""],""name"":""Blattwerk"",""damage"":10}]","[{""type"":""Feuer"",""value"":""×2""}]",1,E,"{""expanded"":true,""standard"":false}",72,195,de,14/72,null
Pokémon,swsh4.5-15,kodama,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-15.webp?,15,Cottomi,Ungewöhnlich,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",90,"[""Pflanze""]",Gossifleur,null,Rang 1,"[{""cost"":[""Farblos""],""name"":""Anreichernde Saat"",""effect"":""Heile allen Schaden bei 1 Pokémon auf deiner Bank.""},{""cost"":[""Pflanze""],""name"":""Überraschungsangriff"",""damage"":50,""effect"":""Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.""}]","[{""type"":""Feuer"",""value"":""×2""}]",1,E,"{""expanded"":true,""standard"":false}",72,195,de,15/72,null
Pokémon,dp6-45,Kagemaru Himeno,null,45,Rafflesia,Rare,dp6,Éveil des Légendes,https://assets.tcgdex.net/univ/dp/dp6/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",120,"[""Plante""]",Duflor,Ses pétales sont les plus grands du monde. Il marche en répandant un pollen extrêmement allergène.,Niveau 2,"[{""cost"":[""Psy"",""Incolore"",""Incolore""],""name"":""Pollen dérangeant"",""damage"":60,""effect"":""Lancez une pièce. Si c'est face, votre adversaire ne peut pas jouer de cartes Dresseur, Supporter ou Stade de sa main lors du prochain tour de votre adversaire.""}]","[{""type"":""Psy"",""value"":""+30""}]",2,null,"{""expanded"":false,""standard"":false}",146,146,fr,45/146,null
Pokemon,xy1-15,5ban Graphics,https://assets.tcgdex.net/en/xy/xy1/15/high.webp,15,Scatterbug,Common,xy1,XY,https://assets.tcgdex.net/univ/xy/xy1/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",40,"[""Grass""]",null,null,Basic,"[{""cost"":[""Colorless""],""name"":""Bug Bite"",""damage"":10}]","[{""type"":""Fire"",""value"":""×2""}]",1,null,"{""expanded"":true,""standard"":false}",146,146,en,15/146,null
Pokémon,swsh4.5-17,PLANETA Tsuji,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-17.webp?,17,Reshiram,Atemberaubend,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",120,"[""Feuer""]",null,null,Basis,"[{""cost"":[""Feuer"",""Elektro"",""Unlicht""],""name"":""Atemberaubende Feuersbrunst"",""damage"":270,""effect"":""Dieses Pokémon fügt auch sich selbst 60 Schadenspunkte zu.""}]","[{""type"":""Wasser"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,17/72,null
Pokémon,swsh4.5-18,5ban Graphics,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-18.webp?,18,Liberlo V,Holografisch Selten V,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",210,"[""Feuer""]",null,null,Basis,"[{""cost"":[""Feuer"",""Feuer"",""Farblos""],""name"":""Rote Beine"",""damage"":140}]","[{""type"":""Wasser"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,18/72,null
Pokémon,swsh4.5-20,Taira Akitsu,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-20.webp?,20,Seeper,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",40,"[""Wasser""]",null,null,Basis,"[{""cost"":[""Wasser""],""name"":""Aquaknarre"",""damage"":10}]","[{""type"":""Elektro"",""value"":""×2""}]",0,E,"{""expanded"":true,""standard"":false}",72,195,de,20/72,null
Pokémon,swsh4.5-21,Anesaki Dynamic,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-21.webp?,21,Kyogre,Atemberaubend,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",120,"[""Wasser""]",null,null,Basis,"[{""cost"":[""Wasser"",""Elektro"",""Metall"",""Farblos""],""name"":""Atemberaubende Woge"",""effect"":""Diese Attacke fügt jedem Pokémon deines Gegners 80 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.)""}]","[{""type"":""Elektro"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,21/72,null
Pokémon,swsh4.5-22,ryoma uratsuka,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-22.webp?,22,Bamelin,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Wasser""]",null,null,Basis,"[{""cost"":[""Wasser""],""name"":""Regenplatscher"",""damage"":20}]","[{""type"":""Elektro"",""value"":""×2""}]",1,E,"{""expanded"":true,""standard"":false}",72,195,de,22/72,null
Pokémon,swsh4.5-23,AKIRA EGAWA,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-23.webp?,23,Bojelin,Ungewöhnlich,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",110,"[""Wasser""]",Buizel,null,Rang 1,"[{""cost"":[""Wasser""],""name"":""Surfer"",""damage"":50}]","[{""type"":""Elektro"",""value"":""×2""}]",1,E,"{""expanded"":true,""standard"":false}",72,195,de,23/72,null
Pokémon,swsh4.5-24,Narumi Sato,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-24.webp?,24,Manaphy,Selten,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Wasser""]",null,null,Basis,"[{""cost"":[""Wasser"",""Farblos""],""name"":""Wellenplatscher"",""damage"":30}]","[{""type"":""Elektro"",""value"":""×2""}]",1,E,"{""expanded"":true,""standard"":false}",72,195,de,24/72,null
Pokémon,swsh4.5-25,nagimiso,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-25.webp?,25,Volcanion,Selten,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",130,"[""Wasser""]",null,null,Basis,"[{""cost"":[""Wasser"",""Farblos""],""name"":""Einhämmern"",""damage"":50},{""cost"":[""Wasser"",""Wasser"",""Wasser"",""Farblos""],""name"":""Dynamitdampf"",""damage"":""120×"",""effect"":""Wirf 2 Münzen. Diese Attacke fügt 120 Schadenspunkte pro Kopf zu.""}]","[{""type"":""Elektro"",""value"":""×2""}]",3,E,"{""expanded"":true,""standard"":false}",72,195,de,25/72,null
Pokémon,swsh4.5-26,sowsow,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-26.webp?,26,Kamehaps,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",80,"[""Wasser""]",null,null,Basis,"[{""cost"":[""Wasser""],""name"":""Tackle"",""damage"":10},{""cost"":[""Wasser"",""Farblos""],""name"":""Biss"",""damage"":30}]","[{""type"":""Elektro"",""value"":""×2""}]",2,E,"{""expanded"":true,""standard"":false}",72,195,de,26/72,null
Pokémon,swsh4.5-27,Masakazu Fukuda,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-27.webp?,27,Kamalm,Selten,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",140,"[""Wasser""]",Chewtle,null,Rang 1,"[{""cost"":[""Wasser"",""Wasser"",""Farblos""],""name"":""Schädelwumme"",""damage"":130}]","[{""type"":""Elektro"",""value"":""×2""}]",3,E,"{""expanded"":true,""standard"":false}",72,195,de,27/72,null
Pokémon,dp6-46,Kouki Saitou,null,46,Anorith,Peu Commune,dp6,Éveil des Légendes,https://assets.tcgdex.net/univ/dp/dp6/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",80,"[""Combat""]",Klauenfossil,Un ancêtre Pokémon réanimé à partir d'un fossile. Il vivait en mer et chassait avec ses pinces.,Niveau 1,"[{""cost"":[""Incolore""],""name"":""Griffe de garde"",""damage"":20,""effect"":""Lors du prochain tour de votre adversaire, tous dégâts infligés à Anorith par des attaques sont réduits de 20 (après application de la Faiblesse et de la Résistance).""},{""cost"":[""Combat"",""Incolore""],""name"":""Plaie-Croix"",""damage"":""30+"",""effect"":""Lancez une pièce. Si c'est face, cette attaque inflige 30 dégâts plus 20 dégâts supplémentaires.""}]","[{""type"":""Plante"",""value"":""+20""}]",1,null,"{""expanded"":false,""standard"":false}",146,146,fr,46/146,null
Pokémon,swsh4.5-29,Tika Matsuno,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-29.webp?,29,Snomnom,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",50,"[""Wasser""]",null,null,Basis,"[{""cost"":[""Wasser""],""name"":""Familienruf"",""effect"":""Durchsuche dein Deck nach 1 Basis-Pokémon und lege es auf deine Bank. Mische anschließend dein Deck.""}]","[{""type"":""Metall"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,29/72,null
Pokémon,swsh4.5-30,Kagemaru Himeno,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-30.webp?,30,Mottineva,Holografisch Selten,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":true,""firstEdition"":false}",90,"[""Wasser""]",Snom,null,Rang 1,"[{""cost"":[""Wasser"",""Farblos""],""name"":""Aurorastrahl"",""damage"":30}]","[{""type"":""Metall"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,30/72,null
Pokémon,swsh4.5-31,Uta,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-31.webp?,31,Sheinux,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",60,"[""Elektro""]",null,null,Basis,"[{""cost"":[""Elektro""],""name"":""Unter Druck"",""damage"":""10+"",""effect"":""Wenn dein Gegner 3 oder weniger verbleibende Preiskarten hat, fügt diese Attacke 50 Schadenspunkte mehr zu.""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,31/72,null
Pokémon,swsh4.5-32,NC Empire,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-32.webp?,32,Luxio,Ungewöhnlich,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",90,"[""Elektro""]",Shinx,null,Rang 1,"[{""cost"":[""Elektro""],""name"":""Stromtritt"",""damage"":30}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,32/72,null
Pokémon,swsh4.5-34,ryoma uratsuka,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-34.webp?,34,Rotom,Ungewöhnlich,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",80,"[""Elektro""]",null,null,Basis,"[{""cost"":[""Elektro"",""Farblos""],""name"":""Donnerschock"",""damage"":30,""effect"":""Wirf 1 Münze. Bei Kopf ist das Aktive Pokémon deines Gegners jetzt paralysiert.""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,34/72,null
Pokémon,swsh4.5-35,Saya Tsuruta,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-35.webp?,35,Morpeko,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",80,"[""Elektro""]",null,null,Basis,"[{""cost"":[""Farblos""],""name"":""Ausgehungert"",""effect"":""Ziehe 1 Karte.""},{""cost"":[""Elektro"",""Farblos""],""name"":""Donnerschock"",""damage"":40,""effect"":""Wirf 1 Münze. Bei Kopf ist das Aktive Pokémon deines Gegners jetzt paralysiert.""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,35/72,null
Pokémon,swsh4.5-36,Hideki Ishikawa,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-36.webp?,36,Morpeko,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",80,"[""Elektro""]",null,null,Basis,"[{""cost"":[""Farblos""],""name"":""Ausgehungert"",""effect"":""Ziehe 1 Karte.""},{""cost"":[""Elektro"",""Farblos""],""name"":""Donnerschock"",""damage"":40,""effect"":""Wirf 1 Münze. Bei Kopf ist das Aktive Pokémon deines Gegners jetzt paralysiert.""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,36/72,null
Pokémon,swsh4.5-37,5ban Graphics,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-37.webp?,37,Morpeko V,Holografisch Selten V,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",170,"[""Elektro""]",null,null,Basis,"[{""cost"":[""Farblos""],""name"":""Funkensprung"",""damage"":20,""effect"":""Diese Attacke fügt auch 1 Pokémon auf der Bank deines Gegners 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.)""},{""cost"":[""Elektro"",""Elektro"",""Farblos""],""name"":""Elektrorad"",""damage"":150,""effect"":""Lege 1 Energie von diesem Pokémon auf deinen Ablagestapel. Wenn du das machst, tausche es gegen 1 Pokémon auf deiner Bank aus.""}]","[{""type"":""Kampf"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,37/72,null
Pokémon,swsh4.5-38,PLANETA Mochizuki,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-38.webp?,38,Morpeko VMAX,Holografisch Selten VMAX,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",300,"[""Elektro""]",Morpeko V,null,VMAX,"[{""cost"":[""Elektro"",""Elektro"",""Farblos""],""name"":""Dyna-Ladungsstoß"",""damage"":180,""effect"":""Diese Attacke fügt auch jedem Pokémon auf der Bank deines Gegners 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.)""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,38/72,null
Dresseur,swsh10-205,null,https://assets.tcgdex.net/fr/swsh/swsh10/205/high.webp,205,Cormier,Magnifique rare,swsh10,Astres Radieux,https://assets.tcgdex.net/univ/swsh/swsh10/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",null,[],null,null,null,null,null,null,F,"{""expanded"":true,""standard"":true}",189,246,fr,205/246,null
Pokémon,swsh4.5-40,MAHOU,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-40.webp?,40,Knacklion,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",60,"[""Kampf""]",null,null,Basis,"[{""cost"":[""Kampf""],""name"":""Bodenpuls"",""damage"":""10+"",""effect"":""Wenn eine Stadionkarte im Spiel ist, fügt diese Attacke 10 Schadenspunkte mehr zu.""}]","[{""type"":""Pflanze"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,40/72,null
Pokémon,swsh4.5-41,Pani Kobayashi,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-41.webp?,41,Smogon,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",60,"[""Unlicht""]",null,null,Basis,"[{""cost"":[""Unlicht""],""name"":""Aufstieg"",""effect"":""Durchsuche dein Deck nach 1 Karte, die sich aus diesem Pokémon entwickelt, und lege sie auf dieses Pokémon, um es zu entwickeln. Mische anschließend dein Deck.""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,41/72,null
Pokémon,swsh4.5-42,Mitsuhiro Arita,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-42.webp?,42,Galar-Smogmog,Holografisch Selten,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":true,""firstEdition"":false}",130,"[""Unlicht""]",Koffing,null,Rang 1,"[{""cost"":[""Unlicht""],""name"":""Pures Gift"",""effect"":""Das Aktive Pokémon deines Gegners ist jetzt vergiftet. Lege beim Pokémon-Check 4 Schadensmarken anstelle von 1 Schadensmarke auf jenes Pokémon.""}]","[{""type"":""Kampf"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,42/72,null
Pokémon,swsh4.5-43,sowsow,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-43.webp?,43,Webarak,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",60,"[""Unlicht""]",null,null,Basis,"[{""cost"":[""Unlicht""],""name"":""Herunterhängen"",""damage"":10},{""cost"":[""Unlicht"",""Farblos""],""name"":""Einstich"",""damage"":20}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,43/72,null
Pokémon,swsh4.5-44,PLANETA Mochizuki,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-44.webp?,44,Iksbat V,Holografisch Selten V,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",180,"[""Unlicht""]",null,null,Basis,"[{""cost"":[""Unlicht"",""Farblos""],""name"":""Gifthauer"",""damage"":70,""effect"":""Das Aktive Pokémon deines Gegners ist jetzt vergiftet.""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,44/72,null
Pokémon,swsh4.5-46,Hasuno,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-46.webp?,46,Yveltal,Atemberaubend,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",110,"[""Unlicht""]",null,null,Basis,"[{""cost"":[""Feuer"",""Psycho"",""Unlicht"",""Farblos"",""Farblos""],""name"":""Atemberaubende Zerstörung"",""effect"":""Das Aktive Pokémon deines Gegners ist kampfunfähig.""}]","[{""type"":""Elektro"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,46/72,null
Pokémon,swsh4.5-47,kirisAki,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-47.webp?,47,Kleptifux,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Unlicht""]",null,null,Basis,"[{""cost"":[""Unlicht""],""name"":""Anzetteln"",""effect"":""Dein Gegner mischt seine Handkarten und legt sie unter sein Deck. Wenn er auf diese Weise mindestens 1 Karte unter sein Deck gelegt hat, zieht er 3 Karten.""}]","[{""type"":""Pflanze"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,47/72,null
Pokémon,swsh4.5-48,Hideki Ishikawa,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-48.webp?,48,Gaunux,Holografisch Selten,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":true,""firstEdition"":false}",100,"[""Unlicht""]",Nickit,null,Rang 1,"[{""cost"":[""Farblos""],""name"":""Einsatztruppenruf"",""effect"":""Durchsuche dein Deck nach bis zu 3 Basis-Pokémon und lege sie auf deine Bank. Mische anschließend dein Deck.""},{""cost"":[""Unlicht"",""Farblos"",""Farblos""],""name"":""Bedrängen"",""damage"":80,""effect"":""Während des nächsten Zuges deines Gegners kann sich das Verteidigende Pokémon nicht zurückziehen.""}]","[{""type"":""Pflanze"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,48/72,null
Pokémon,swsh4.5-49,0313,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-49.webp?,49,Kupfanti,Häufig,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",100,"[""Metall""]",null,null,Basis,"[{""cost"":[""Metall"",""Farblos"",""Farblos""],""name"":""Stärke"",""damage"":60}]","[{""type"":""Feuer"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,49/72,null
