id,card_id,date_recorded,tcg_avg_price,tcg_min_price,tcg_max_price,cardmarket_avg_price,cardmarket_min_price,cardmarket_max_price,manual_price,avg_sell_price,source,created_at,updated_at,pokeapi_id,pokeapi_set_id,supabase_set_id,card_name,number_format,download_id,language
1912,base1-81,2025-09-04 13:54:55.899221,0.53,0.15,3.24,0.86,0.02,1.31,null,0.87,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-81,base1,base1,Energy Retrieval,XXX,2025/9/4/3,fr
1913,base1-82,2025-09-04 13:54:55.899221,1.21,0.15,4.74,6.16,3.99,5.15,null,4.61,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-82,base1,base1,Full Heal,XXX,2025/9/4/3,en
1914,base1-82,2025-09-04 13:54:55.899221,1.21,0.15,4.74,6.16,3.99,5.15,null,4.61,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-82,base1,base1,Full Heal,XXX,2025/9/4/3,de
1915,base1-82,2025-09-04 13:54:55.899221,1.21,0.15,4.74,6.16,3.99,5.15,null,4.61,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-82,base1,base1,Full Heal,XXX,2025/9/4/3,fr
1916,base1-83,2025-09-04 13:54:55.899221,2.34,0.80,4.49,2.76,0.10,2.08,null,3.19,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-83,base1,base1,Maintenance,XXX,2025/9/4/3,en
1917,base1-83,2025-09-04 13:54:55.899221,2.34,0.80,4.49,2.76,0.10,2.08,null,3.19,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-83,base1,base1,Maintenance,XXX,2025/9/4/3,de
1918,base1-83,2025-09-04 13:54:55.899221,2.34,0.80,4.49,2.76,0.10,2.08,null,3.19,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-83,base1,base1,Maintenance,XXX,2025/9/4/3,fr
1919,base1-84,2025-09-04 13:54:55.899221,0.59,0.15,4.00,13.98,1.75,8.48,null,9.11,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-84,base1,base1,PlusPower,XXX,2025/9/4/3,en
1920,base1-84,2025-09-04 13:54:55.899221,0.59,0.15,4.00,13.98,1.75,8.48,null,9.11,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-84,base1,base1,PlusPower,XXX,2025/9/4/3,de
1921,base1-84,2025-09-04 13:54:55.899221,0.59,0.15,4.00,13.98,1.75,8.48,null,9.11,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-84,base1,base1,PlusPower,XXX,2025/9/4/3,fr
1922,base1-85,2025-09-04 13:54:55.899221,1.36,0.35,4.74,null,null,null,null,1.70,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-85,base1,base1,Pokémon Center,XXX,2025/9/4/3,en
1923,base1-85,2025-09-04 13:54:55.899221,1.36,0.35,4.74,null,null,null,null,1.70,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-85,base1,base1,Pokémon Center,XXX,2025/9/4/3,de
1924,base1-85,2025-09-04 13:54:55.899221,1.36,0.35,4.74,null,null,null,null,1.70,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-85,base1,base1,Pokémon Center,XXX,2025/9/4/3,fr
1925,base1-86,2025-09-04 13:54:55.899221,2.51,0.65,10.00,2.40,0.05,2.27,null,3.07,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-86,base1,base1,Pokémon Flute,XXX,2025/9/4/3,en
1926,base1-86,2025-09-04 13:54:55.899221,2.51,0.65,10.00,2.40,0.05,2.27,null,3.07,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-86,base1,base1,Pokémon Flute,XXX,2025/9/4/3,de
1927,base1-86,2025-09-04 13:54:55.899221,2.51,0.65,10.00,2.40,0.05,2.27,null,3.07,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-86,base1,base1,Pokémon Flute,XXX,2025/9/4/3,fr
1928,base1-87,2025-09-04 13:54:55.899221,0.43,0.10,3.73,0.93,0.02,0.74,null,0.85,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-87,base1,base1,Pokédex,XXX,2025/9/4/3,en
1929,base1-87,2025-09-04 13:54:55.899221,0.43,0.10,3.73,0.93,0.02,0.74,null,0.85,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-87,base1,base1,Pokédex,XXX,2025/9/4/3,de
1930,base1-87,2025-09-04 13:54:55.899221,0.43,0.10,3.73,0.93,0.02,0.74,null,0.85,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-87,base1,base1,Pokédex,XXX,2025/9/4/3,fr
1931,base1-88,2025-09-04 13:54:55.899221,1.36,0.38,5.32,1.22,0.02,1.30,null,1.61,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-88,base1,base1,Professor Oak,XXX,2025/9/4/3,en
1932,base1-88,2025-09-04 13:54:55.899221,1.36,0.38,5.32,1.22,0.02,1.30,null,1.61,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-88,base1,base1,Professor Oak,XXX,2025/9/4/3,de
1933,base1-88,2025-09-04 13:54:55.899221,1.36,0.38,5.32,1.22,0.02,1.30,null,1.61,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-88,base1,base1,Professor Oak,XXX,2025/9/4/3,fr
1934,base1-89,2025-09-04 13:54:55.899221,2.12,0.35,7.48,null,null,null,null,2.65,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-89,base1,base1,Revive,XXX,2025/9/4/3,en
1935,base1-89,2025-09-04 13:54:55.899221,2.12,0.35,7.48,null,null,null,null,2.65,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-89,base1,base1,Revive,XXX,2025/9/4/3,de
1936,base1-89,2025-09-04 13:54:55.899221,2.12,0.35,7.48,null,null,null,null,2.65,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-89,base1,base1,Revive,XXX,2025/9/4/3,fr
1937,base1-90,2025-09-04 13:54:55.899221,0.28,0.07,5.44,0.29,0.02,0.23,null,0.36,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-90,base1,base1,Super Potion,XXX,2025/9/4/3,en
1938,base1-90,2025-09-04 13:54:55.899221,0.28,0.07,5.44,0.29,0.02,0.23,null,0.36,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-90,base1,base1,Super Potion,XXX,2025/9/4/3,de
1939,base1-90,2025-09-04 13:54:55.899221,0.28,0.07,5.44,0.29,0.02,0.23,null,0.36,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-90,base1,base1,Super Potion,XXX,2025/9/4/3,fr
1940,base1-91,2025-09-04 13:54:55.899221,0.33,0.01,12.79,1.48,0.10,0.52,null,1.13,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-91,base1,base1,Bill,XXX,2025/9/4/3,en
1941,base1-91,2025-09-04 13:54:55.899221,0.33,0.01,12.79,1.48,0.10,0.52,null,1.13,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-91,base1,base1,Bill,XXX,2025/9/4/3,de
1942,base1-91,2025-09-04 13:54:55.899221,0.33,0.01,12.79,1.48,0.10,0.52,null,1.13,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-91,base1,base1,Bill,XXX,2025/9/4/3,fr
1943,base1-92,2025-09-04 13:54:55.899221,0.45,0.08,75.00,2.33,0.15,1.66,null,1.74,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-92,base1,base1,Energy Removal,XXX,2025/9/4/3,en
1944,base1-92,2025-09-04 13:54:55.899221,0.45,0.08,75.00,2.33,0.15,1.66,null,1.74,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-92,base1,base1,Energy Removal,XXX,2025/9/4/3,de
1945,base1-92,2025-09-04 13:54:55.899221,0.45,0.08,75.00,2.33,0.15,1.66,null,1.74,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-92,base1,base1,Energy Removal,XXX,2025/9/4/3,fr
1946,base1-93,2025-09-04 13:54:55.899221,0.29,0.08,3.99,5.70,0.89,3.91,null,3.74,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-93,base1,base1,Gust of Wind,XXX,2025/9/4/3,en
1947,base1-93,2025-09-04 13:54:55.899221,0.29,0.08,3.99,5.70,0.89,3.91,null,3.74,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-93,base1,base1,Gust of Wind,XXX,2025/9/4/3,de
1948,base1-93,2025-09-04 13:54:55.899221,0.29,0.08,3.99,5.70,0.89,3.91,null,3.74,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-93,base1,base1,Gust of Wind,XXX,2025/9/4/3,fr
1949,base1-94,2025-09-04 13:54:55.899221,0.21,0.01,25.00,0.29,0.02,0.29,null,0.31,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-94,base1,base1,Potion,XXX,2025/9/4/3,en
1950,base1-94,2025-09-04 13:54:55.899221,0.21,0.01,25.00,0.29,0.02,0.29,null,0.31,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-94,base1,base1,Potion,XXX,2025/9/4/3,de
1951,base1-94,2025-09-04 13:54:55.899221,0.21,0.01,25.00,0.29,0.02,0.29,null,0.31,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-94,base1,base1,Potion,XXX,2025/9/4/3,fr
1952,base1-95,2025-09-04 13:54:55.899221,0.26,0.01,20.00,0.27,0.02,0.24,null,0.33,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-95,base1,base1,Switch,XXX,2025/9/4/3,en
1953,base1-95,2025-09-04 13:54:55.899221,0.26,0.01,20.00,0.27,0.02,0.24,null,0.33,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-95,base1,base1,Switch,XXX,2025/9/4/3,de
1954,base1-95,2025-09-04 13:54:55.899221,0.26,0.01,20.00,0.27,0.02,0.24,null,0.33,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-95,base1,base1,Switch,XXX,2025/9/4/3,fr
1955,base1-96,2025-09-04 13:54:55.899221,4.90,1.51,9.99,8.48,10.99,18.17,null,8.36,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-96,base1,base1,Double Colorless Energy,XXX,2025/9/4/3,en
1956,base1-96,2025-09-04 13:54:55.899221,4.90,1.51,9.99,8.48,10.99,18.17,null,8.36,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-96,base1,base1,Double Colorless Energy,XXX,2025/9/4/3,de
1957,base1-96,2025-09-04 13:54:55.899221,4.90,1.51,9.99,8.48,10.99,18.17,null,8.36,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-96,base1,base1,Double Colorless Energy,XXX,2025/9/4/3,fr
1958,base1-97,2025-09-04 13:54:55.899221,0.33,0.04,2.00,0.20,0.02,0.40,null,0.33,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-97,base1,base1,Fighting Energy,XXX,2025/9/4/3,en
1959,base1-97,2025-09-04 13:54:55.899221,0.33,0.04,2.00,0.20,0.02,0.40,null,0.33,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-97,base1,base1,Fighting Energy,XXX,2025/9/4/3,de
1960,base1-97,2025-09-04 13:54:55.899221,0.33,0.04,2.00,0.20,0.02,0.40,null,0.33,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-97,base1,base1,Fighting Energy,XXX,2025/9/4/3,fr
1961,base1-98,2025-09-04 13:54:55.899221,0.29,0.08,2.00,1.13,0.15,3.40,null,0.89,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-98,base1,base1,Fire Energy,XXX,2025/9/4/3,en
1962,base1-98,2025-09-04 13:54:55.899221,0.29,0.08,2.00,1.13,0.15,3.40,null,0.89,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-98,base1,base1,Fire Energy,XXX,2025/9/4/3,de
1963,base1-98,2025-09-04 13:54:55.899221,0.29,0.08,2.00,1.13,0.15,3.40,null,0.89,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-98,base1,base1,Fire Energy,XXX,2025/9/4/3,fr
1964,base1-99,2025-09-04 13:54:55.899221,0.28,0.09,5.51,0.49,0.02,0.71,null,0.48,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-99,base1,base1,Grass Energy,XXX,2025/9/4/3,en
1965,base1-99,2025-09-04 13:54:55.899221,0.28,0.09,5.51,0.49,0.02,0.71,null,0.48,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-99,base1,base1,Grass Energy,XXX,2025/9/4/3,de
1966,base1-99,2025-09-04 13:54:55.899221,0.28,0.09,5.51,0.49,0.02,0.71,null,0.48,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-99,base1,base1,Grass Energy,XXX,2025/9/4/3,fr
1967,base1-100,2025-09-04 13:54:55.899221,0.34,0.09,2.99,1.11,0.35,2.70,null,0.91,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-100,base1,base1,Lightning Energy,XXX,2025/9/4/3,en
1968,base1-100,2025-09-04 13:54:55.899221,0.34,0.09,2.99,1.11,0.35,2.70,null,0.91,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-100,base1,base1,Lightning Energy,XXX,2025/9/4/3,de
1969,base1-100,2025-09-04 13:54:55.899221,0.34,0.09,2.99,1.11,0.35,2.70,null,0.91,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-100,base1,base1,Lightning Energy,XXX,2025/9/4/3,fr
1970,base1-101,2025-09-04 13:54:55.899221,0.40,0.10,3.49,0.28,0.02,0.38,null,0.43,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-101,base1,base1,Psychic Energy,XXX,2025/9/4/3,en
1971,base1-101,2025-09-04 13:54:55.899221,0.40,0.10,3.49,0.28,0.02,0.38,null,0.43,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-101,base1,base1,Psychic Energy,XXX,2025/9/4/3,de
1972,base1-101,2025-09-04 13:54:55.899221,0.40,0.10,3.49,0.28,0.02,0.38,null,0.43,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-101,base1,base1,Psychic Energy,XXX,2025/9/4/3,fr
1973,base1-102,2025-09-04 13:54:55.899221,0.32,0.07,4.15,0.28,0.02,0.38,null,0.38,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-102,base1,base1,Water Energy,XXX,2025/9/4/3,en
1974,base1-102,2025-09-04 13:54:55.899221,0.32,0.07,4.15,0.28,0.02,0.38,null,0.38,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-102,base1,base1,Water Energy,XXX,2025/9/4/3,de
1975,base1-102,2025-09-04 13:54:55.899221,0.32,0.07,4.15,0.28,0.02,0.38,null,0.38,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-102,base1,base1,Water Energy,XXX,2025/9/4/3,fr
1976,base2-1,2025-09-04 14:03:22.093199,57.72,45.00,124.99,99.00,150.00,343.03,null,97.95,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-1,base2,base2,Clefable,X,2025/9/4/4,en
1977,base2-1,2025-09-04 14:03:22.093199,57.72,45.00,124.99,99.00,150.00,343.03,null,97.95,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-1,base2,base2,Clefable,X,2025/9/4/4,de
1978,base2-1,2025-09-04 14:03:22.093199,57.72,45.00,124.99,99.00,150.00,343.03,null,97.95,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-1,base2,base2,Clefable,X,2025/9/4/4,fr
1979,base2-2,2025-09-04 14:03:22.093199,50.01,31.31,69.99,21.48,4.00,19.84,null,44.68,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-2,base2,base2,Electrode,X,2025/9/4/4,en
1980,base2-2,2025-09-04 14:03:22.093199,50.01,31.31,69.99,21.48,4.00,19.84,null,44.68,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-2,base2,base2,Electrode,X,2025/9/4/4,de
1981,base2-2,2025-09-04 14:03:22.093199,50.01,31.31,69.99,21.48,4.00,19.84,null,44.68,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-2,base2,base2,Electrode,X,2025/9/4/4,fr
1982,base2-3,2025-09-04 14:03:22.093199,104.78,129.99,388.88,36.47,9.00,32.29,null,88.28,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-3,base2,base2,Flareon,X,2025/9/4/4,en
1983,base2-3,2025-09-04 14:03:22.093199,104.78,129.99,388.88,36.47,9.00,32.29,null,88.28,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-3,base2,base2,Flareon,X,2025/9/4/4,de
1984,base2-3,2025-09-04 14:03:22.093199,104.78,129.99,388.88,36.47,9.00,32.29,null,88.28,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-3,base2,base2,Flareon,X,2025/9/4/4,fr
1985,base2-4,2025-09-04 14:03:22.093199,176.54,125.87,299.99,33.19,7.00,30.62,null,131.08,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-4,base2,base2,Jolteon,X,2025/9/4/4,en
1986,base2-4,2025-09-04 14:03:22.093199,176.54,125.87,299.99,33.19,7.00,30.62,null,131.08,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-4,base2,base2,Jolteon,X,2025/9/4/4,de
1987,base2-4,2025-09-04 14:03:22.093199,176.54,125.87,299.99,33.19,7.00,30.62,null,131.08,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-4,base2,base2,Jolteon,X,2025/9/4/4,fr
1988,base2-5,2025-09-04 14:03:22.093199,75.55,27.50,79.99,8.78,0.49,9.22,null,52.71,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-5,base2,base2,Kangaskhan,X,2025/9/4/4,en
1989,base2-5,2025-09-04 14:03:22.093199,75.55,27.50,79.99,8.78,0.49,9.22,null,52.71,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-5,base2,base2,Kangaskhan,X,2025/9/4/4,de
1990,base2-5,2025-09-04 14:03:22.093199,75.55,27.50,79.99,8.78,0.49,9.22,null,52.71,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-5,base2,base2,Kangaskhan,X,2025/9/4/4,fr
1991,base2-6,2025-09-04 14:03:22.093199,78.59,29.99,120.00,18.38,1.94,15.41,null,60.61,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-6,base2,base2,Mr. Mime,X,2025/9/4/4,en
1992,base2-6,2025-09-04 14:03:22.093199,78.59,29.99,120.00,18.38,1.94,15.41,null,60.61,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-6,base2,base2,Mr. Mime,X,2025/9/4/4,de
1993,base2-6,2025-09-04 14:03:22.093199,78.59,29.99,120.00,18.38,1.94,15.41,null,60.61,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-6,base2,base2,Mr. Mime,X,2025/9/4/4,fr
1994,base2-7,2025-09-04 14:03:22.093199,87.72,43.99,149.99,25.25,3.00,21.32,null,70.61,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-7,base2,base2,Nidoqueen,X,2025/9/4/4,en
1995,base2-7,2025-09-04 14:03:22.093199,87.72,43.99,149.99,25.25,3.00,21.32,null,70.61,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-7,base2,base2,Nidoqueen,X,2025/9/4/4,de
1996,base2-7,2025-09-04 14:03:22.093199,87.72,43.99,149.99,25.25,3.00,21.32,null,70.61,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-7,base2,base2,Nidoqueen,X,2025/9/4/4,fr
1997,base2-8,2025-09-04 14:03:22.093199,125.08,62.50,131.44,24.38,5.00,20.03,null,93.41,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-8,base2,base2,Pidgeot,X,2025/9/4/4,en
1998,base2-8,2025-09-04 14:03:22.093199,125.08,62.50,131.44,24.38,5.00,20.03,null,93.41,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-8,base2,base2,Pidgeot,X,2025/9/4/4,de
1999,base2-8,2025-09-04 14:03:22.093199,125.08,62.50,131.44,24.38,5.00,20.03,null,93.41,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-8,base2,base2,Pidgeot,X,2025/9/4/4,fr
2000,base2-9,2025-09-04 14:03:22.093199,63.82,35.99,119.99,19.67,2.90,19.18,null,52.18,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-9,base2,base2,Pinsir,X,2025/9/4/4,en
2001,base2-9,2025-09-04 14:03:22.093199,63.82,35.99,119.99,19.67,2.90,19.18,null,52.18,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-9,base2,base2,Pinsir,X,2025/9/4/4,de
2002,base2-9,2025-09-04 14:03:22.093199,63.82,35.99,119.99,19.67,2.90,19.18,null,52.18,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-9,base2,base2,Pinsir,X,2025/9/4/4,fr
2003,base2-10,2025-09-04 14:03:22.093199,105.29,60.00,135.00,28.85,5.19,29.08,null,83.84,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-10,base2,base2,Scyther,X,2025/9/4/4,en
2004,base2-10,2025-09-04 14:03:22.093199,105.29,60.00,135.00,28.85,5.19,29.08,null,83.84,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-10,base2,base2,Scyther,X,2025/9/4/4,de
2005,base2-10,2025-09-04 14:03:22.093199,105.29,60.00,135.00,28.85,5.19,29.08,null,83.84,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-10,base2,base2,Scyther,X,2025/9/4/4,fr
2006,base2-11,2025-09-04 14:03:22.093199,290.20,148.00,396.72,42.43,11.90,23.58,null,207.89,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-11,base2,base2,Snorlax,X,2025/9/4/4,en
2007,base2-11,2025-09-04 14:03:22.093199,290.20,148.00,396.72,42.43,11.90,23.58,null,207.89,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-11,base2,base2,Snorlax,X,2025/9/4/4,de
2008,base2-11,2025-09-04 14:03:22.093199,290.20,148.00,396.72,42.43,11.90,23.58,null,207.89,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-11,base2,base2,Snorlax,X,2025/9/4/4,fr
2009,base2-12,2025-09-04 14:03:22.093199,179.13,170.20,299.99,13.07,1.50,11.88,null,120.12,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-12,base2,base2,Vaporeon,X,2025/9/4/4,en
2010,base2-12,2025-09-04 14:03:22.093199,179.13,170.20,299.99,13.07,1.50,11.88,null,120.12,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-12,base2,base2,Vaporeon,X,2025/9/4/4,de
2011,base2-12,2025-09-04 14:03:22.093199,179.13,170.20,299.99,13.07,1.50,11.88,null,120.12,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-12,base2,base2,Vaporeon,X,2025/9/4/4,fr
2012,base2-13,2025-09-04 14:03:22.093199,88.34,32.99,105.00,17.19,3.50,19.32,null,65.96,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-13,base2,base2,Venomoth,X,2025/9/4/4,en
2013,base2-13,2025-09-04 14:03:22.093199,88.34,32.99,105.00,17.19,3.50,19.32,null,65.96,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-13,base2,base2,Venomoth,X,2025/9/4/4,de
2014,base2-13,2025-09-04 14:03:22.093199,88.34,32.99,105.00,17.19,3.50,19.32,null,65.96,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-13,base2,base2,Venomoth,X,2025/9/4/4,fr
2015,base2-14,2025-09-04 14:03:22.093199,79.40,30.00,84.00,43.30,5.90,52.33,null,76.69,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-14,base2,base2,Victreebel,X,2025/9/4/4,en
2016,base2-14,2025-09-04 14:03:22.093199,79.40,30.00,84.00,43.30,5.90,52.33,null,76.69,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-14,base2,base2,Victreebel,X,2025/9/4/4,de
2017,base2-14,2025-09-04 14:03:22.093199,79.40,30.00,84.00,43.30,5.90,52.33,null,76.69,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-14,base2,base2,Victreebel,X,2025/9/4/4,fr
2018,base2-15,2025-09-04 14:03:22.093199,87.19,39.69,109.99,18.77,2.00,17.18,null,66.22,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-15,base2,base2,Vileplume,X,2025/9/4/4,en
2019,base2-15,2025-09-04 14:03:22.093199,87.19,39.69,109.99,18.77,2.00,17.18,null,66.22,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-15,base2,base2,Vileplume,X,2025/9/4/4,de
2020,base2-15,2025-09-04 14:03:22.093199,87.19,39.69,109.99,18.77,2.00,17.18,null,66.22,pokemontcg_api,2025-09-04 12:03:22.208664,2025-09-04 12:03:22.208664,base2-15,base2,base2,Vileplume,X,2025/9/4/4,fr
